hyperedge_id,resource_id,resource_title,resource_type,domain,topic,level,goal,skill,prerequisite,rating,evidence_id,evidence_type,evidence_text
H0225,Resource075,Phân tích chứng từ kế toán,Book,Kế toán,TaxAccounting,Foundation,ImproveCommunication,TaxDeclaration,None,4.4,E0225,SkillEvidence,"Nội dung 'Phân tích chứng từ kế toán' rèn kỹ năng TaxDeclaration, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0226,Resource076,Tài chính doanh nghiệp căn bản,ProjectSample,Tài chính ngân hàng,CorporateFinance,ProjectReady,FinancialAnalysis,FinancialAnalysis,None,3.7,E0226,ContentEvidence,"Tài liệu 'Tài chính doanh nghiệp căn bản' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề CorporateFinance và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0227,Resource076,Tài chính doanh nghiệp căn bản,ProjectSample,Tài chính ngân hàng,CorporateFinance,ProjectReady,FinancialAnalysis,FinancialAnalysis,None,3.7,E0227,LevelGoalEvidence,"'Tài chính doanh nghiệp căn bản' phù hợp mức ProjectReady, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0228,Resource076,Tài chính doanh nghiệp căn bản,ProjectSample,Tài chính ngân hàng,CorporateFinance,ProjectReady,FinancialAnalysis,FinancialAnalysis,None,3.7,E0228,SkillEvidence,"Nội dung 'Tài chính doanh nghiệp căn bản' rèn kỹ năng FinancialAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0229,Resource077,Ngân hàng thương mại,Tutorial,Tài chính ngân hàng,Banking,Foundation,CreativeDesign,CreditScoring,None,4.4,E0229,ContentEvidence,"Tài liệu 'Ngân hàng thương mại' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề Banking và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0230,Resource077,Ngân hàng thương mại,Tutorial,Tài chính ngân hàng,Banking,Foundation,CreativeDesign,CreditScoring,None,4.4,E0230,LevelGoalEvidence,"'Ngân hàng thương mại' phù hợp mức Foundation, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0231,Resource077,Ngân hàng thương mại,Tutorial,Tài chính ngân hàng,Banking,Foundation,CreativeDesign,CreditScoring,None,4.4,E0231,SkillEvidence,"Nội dung 'Ngân hàng thương mại' rèn kỹ năng CreditScoring, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0232,Resource078,Phân tích tín dụng cá nhân,Slide,Tài chính ngân hàng,Investment,Intermediate,LearnFoundation,InvestmentEvaluation,None,3.7,E0232,ContentEvidence,"Tài liệu 'Phân tích tín dụng cá nhân' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề Investment và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0233,Resource078,Phân tích tín dụng cá nhân,Slide,Tài chính ngân hàng,Investment,Intermediate,LearnFoundation,InvestmentEvaluation,None,3.7,E0233,LevelGoalEvidence,"'Phân tích tín dụng cá nhân' phù hợp mức Intermediate, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0234,Resource078,Phân tích tín dụng cá nhân,Slide,Tài chính ngân hàng,Investment,Intermediate,LearnFoundation,InvestmentEvaluation,None,3.7,E0234,SkillEvidence,"Nội dung 'Phân tích tín dụng cá nhân' rèn kỹ năng InvestmentEvaluation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0235,Resource079,Đầu tư chứng khoán nhập môn,PracticeExercise,Tài chính ngân hàng,RiskManagement,ProjectReady,PrepareExam,RiskAssessment,None,4.4,E0235,ContentEvidence,"Tài liệu 'Đầu tư chứng khoán nhập môn' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề RiskManagement và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0236,Resource079,Đầu tư chứng khoán nhập môn,PracticeExercise,Tài chính ngân hàng,RiskManagement,ProjectReady,PrepareExam,RiskAssessment,None,4.4,E0236,LevelGoalEvidence,"'Đầu tư chứng khoán nhập môn' phù hợp mức ProjectReady, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0237,Resource079,Đầu tư chứng khoán nhập môn,PracticeExercise,Tài chính ngân hàng,RiskManagement,ProjectReady,PrepareExam,RiskAssessment,None,4.4,E0237,SkillEvidence,"Nội dung 'Đầu tư chứng khoán nhập môn' rèn kỹ năng RiskAssessment, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0238,Resource080,Quản trị rủi ro tài chính,Book,Tài chính ngân hàng,CreditAnalysis,Foundation,ImproveCommunication,CashFlowAnalysis,None,3.7,E0238,ContentEvidence,"Tài liệu 'Quản trị rủi ro tài chính' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề CreditAnalysis và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0239,Resource080,Quản trị rủi ro tài chính,Book,Tài chính ngân hàng,CreditAnalysis,Foundation,ImproveCommunication,CashFlowAnalysis,None,3.7,E0239,LevelGoalEvidence,"'Quản trị rủi ro tài chính' phù hợp mức Foundation, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0240,Resource080,Quản trị rủi ro tài chính,Book,Tài chính ngân hàng,CreditAnalysis,Foundation,ImproveCommunication,CashFlowAnalysis,None,3.7,E0240,SkillEvidence,"Nội dung 'Quản trị rủi ro tài chính' rèn kỹ năng CashFlowAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0241,Resource081,Thị trường tài chính và tiền tệ,Video,Tài chính ngân hàng,FinancialMarkets,Intermediate,UnderstandTheory,BankingOperations,None,4.4,E0241,ContentEvidence,"Tài liệu 'Thị trường tài chính và tiền tệ' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề FinancialMarkets và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0242,Resource081,Thị trường tài chính và tiền tệ,Video,Tài chính ngân hàng,FinancialMarkets,Intermediate,UnderstandTheory,BankingOperations,None,4.4,E0242,LevelGoalEvidence,"'Thị trường tài chính và tiền tệ' phù hợp mức Intermediate, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0243,Resource081,Thị trường tài chính và tiền tệ,Video,Tài chính ngân hàng,FinancialMarkets,Intermediate,UnderstandTheory,BankingOperations,None,4.4,E0243,SkillEvidence,"Nội dung 'Thị trường tài chính và tiền tệ' rèn kỹ năng BankingOperations, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0244,Resource082,Phân tích dòng tiền,Notebook,Tài chính ngân hàng,CorporateFinance,ProjectReady,DevelopCareer,FinancialAnalysis,None,3.7,E0244,ContentEvidence,"Tài liệu 'Phân tích dòng tiền' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề CorporateFinance và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0245,Resource082,Phân tích dòng tiền,Notebook,Tài chính ngân hàng,CorporateFinance,ProjectReady,DevelopCareer,FinancialAnalysis,None,3.7,E0245,LevelGoalEvidence,"'Phân tích dòng tiền' phù hợp mức ProjectReady, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0246,Resource082,Phân tích dòng tiền,Notebook,Tài chính ngân hàng,CorporateFinance,ProjectReady,DevelopCareer,FinancialAnalysis,None,3.7,E0246,SkillEvidence,"Nội dung 'Phân tích dòng tiền' rèn kỹ năng FinancialAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0247,Resource083,Định giá dự án đầu tư,ProjectSample,Tài chính ngân hàng,Banking,Foundation,LearnProgramming,CreditScoring,None,4.4,E0247,ContentEvidence,"Tài liệu 'Định giá dự án đầu tư' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề Banking và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0248,Resource083,Định giá dự án đầu tư,ProjectSample,Tài chính ngân hàng,Banking,Foundation,LearnProgramming,CreditScoring,None,4.4,E0248,LevelGoalEvidence,"'Định giá dự án đầu tư' phù hợp mức Foundation, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0249,Resource083,Định giá dự án đầu tư,ProjectSample,Tài chính ngân hàng,Banking,Foundation,LearnProgramming,CreditScoring,None,4.4,E0249,SkillEvidence,"Nội dung 'Định giá dự án đầu tư' rèn kỹ năng CreditScoring, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0250,Resource084,Nghiệp vụ ngân hàng số,Tutorial,Tài chính ngân hàng,Investment,Intermediate,LearnBusiness,InvestmentEvaluation,None,3.7,E0250,ContentEvidence,"Tài liệu 'Nghiệp vụ ngân hàng số' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề Investment và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0251,Resource084,Nghiệp vụ ngân hàng số,Tutorial,Tài chính ngân hàng,Investment,Intermediate,LearnBusiness,InvestmentEvaluation,None,3.7,E0251,LevelGoalEvidence,"'Nghiệp vụ ngân hàng số' phù hợp mức Intermediate, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0252,Resource084,Nghiệp vụ ngân hàng số,Tutorial,Tài chính ngân hàng,Investment,Intermediate,LearnBusiness,InvestmentEvaluation,None,3.7,E0252,SkillEvidence,"Nội dung 'Nghiệp vụ ngân hàng số' rèn kỹ năng InvestmentEvaluation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0253,Resource085,Bài tập tài chính doanh nghiệp,Slide,Tài chính ngân hàng,RiskManagement,ProjectReady,ServiceOperations,RiskAssessment,None,4.4,E0253,ContentEvidence,"Tài liệu 'Bài tập tài chính doanh nghiệp' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề RiskManagement và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0254,Resource085,Bài tập tài chính doanh nghiệp,Slide,Tài chính ngân hàng,RiskManagement,ProjectReady,ServiceOperations,RiskAssessment,None,4.4,E0254,LevelGoalEvidence,"'Bài tập tài chính doanh nghiệp' phù hợp mức ProjectReady, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0255,Resource085,Bài tập tài chính doanh nghiệp,Slide,Tài chính ngân hàng,RiskManagement,ProjectReady,ServiceOperations,RiskAssessment,None,4.4,E0255,SkillEvidence,"Nội dung 'Bài tập tài chính doanh nghiệp' rèn kỹ năng RiskAssessment, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0256,Resource086,Quản trị chuỗi cung ứng,Video,Logistics và chuỗi cung ứng,SupplyChain,Intermediate,UnderstandTheory,WarehousePlanning,PythonBasic;MathBasic,3.7,E0256,ContentEvidence,"Tài liệu 'Quản trị chuỗi cung ứng' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề SupplyChain và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0257,Resource086,Quản trị chuỗi cung ứng,Video,Logistics và chuỗi cung ứng,SupplyChain,Intermediate,UnderstandTheory,WarehousePlanning,PythonBasic;MathBasic,3.7,E0257,LevelGoalEvidence,"'Quản trị chuỗi cung ứng' phù hợp mức Intermediate, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0258,Resource086,Quản trị chuỗi cung ứng,Video,Logistics và chuỗi cung ứng,SupplyChain,Intermediate,UnderstandTheory,WarehousePlanning,PythonBasic;MathBasic,3.7,E0258,SkillEvidence,"Nội dung 'Quản trị chuỗi cung ứng' rèn kỹ năng WarehousePlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0259,Resource087,Quản lý kho vận thực hành,Notebook,Logistics và chuỗi cung ứng,Warehouse,ProjectReady,DevelopCareer,InventoryControl,None,4.4,E0259,ContentEvidence,"Tài liệu 'Quản lý kho vận thực hành' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Warehouse và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0260,Resource087,Quản lý kho vận thực hành,Notebook,Logistics và chuỗi cung ứng,Warehouse,ProjectReady,DevelopCareer,InventoryControl,None,4.4,E0260,LevelGoalEvidence,"'Quản lý kho vận thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0261,Resource087,Quản lý kho vận thực hành,Notebook,Logistics và chuỗi cung ứng,Warehouse,ProjectReady,DevelopCareer,InventoryControl,None,4.4,E0261,SkillEvidence,"Nội dung 'Quản lý kho vận thực hành' rèn kỹ năng InventoryControl, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0262,Resource088,Vận tải và giao nhận hàng hóa,ProjectSample,Logistics và chuỗi cung ứng,Transportation,Foundation,LearnProgramming,ProcurementAnalysis,None,3.7,E0262,ContentEvidence,"Tài liệu 'Vận tải và giao nhận hàng hóa' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Transportation và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0263,Resource088,Vận tải và giao nhận hàng hóa,ProjectSample,Logistics và chuỗi cung ứng,Transportation,Foundation,LearnProgramming,ProcurementAnalysis,None,3.7,E0263,LevelGoalEvidence,"'Vận tải và giao nhận hàng hóa' phù hợp mức Foundation, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0264,Resource088,Vận tải và giao nhận hàng hóa,ProjectSample,Logistics và chuỗi cung ứng,Transportation,Foundation,LearnProgramming,ProcurementAnalysis,None,3.7,E0264,SkillEvidence,"Nội dung 'Vận tải và giao nhận hàng hóa' rèn kỹ năng ProcurementAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0265,Resource089,Chứng từ xuất nhập khẩu,Tutorial,Logistics và chuỗi cung ứng,Procurement,Intermediate,LearnBusiness,ShippingDocument,None,4.4,E0265,ContentEvidence,"Tài liệu 'Chứng từ xuất nhập khẩu' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Procurement và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0266,Resource089,Chứng từ xuất nhập khẩu,Tutorial,Logistics và chuỗi cung ứng,Procurement,Intermediate,LearnBusiness,ShippingDocument,None,4.4,E0266,LevelGoalEvidence,"'Chứng từ xuất nhập khẩu' phù hợp mức Intermediate, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0267,Resource089,Chứng từ xuất nhập khẩu,Tutorial,Logistics và chuỗi cung ứng,Procurement,Intermediate,LearnBusiness,ShippingDocument,None,4.4,E0267,SkillEvidence,"Nội dung 'Chứng từ xuất nhập khẩu' rèn kỹ năng ShippingDocument, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0268,Resource090,Mua hàng và nhà cung cấp,Slide,Logistics và chuỗi cung ứng,InventoryManagement,ProjectReady,ServiceOperations,RouteOptimization,None,3.7,E0268,ContentEvidence,"Tài liệu 'Mua hàng và nhà cung cấp' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề InventoryManagement và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0269,Resource090,Mua hàng và nhà cung cấp,Slide,Logistics và chuỗi cung ứng,InventoryManagement,ProjectReady,ServiceOperations,RouteOptimization,None,3.7,E0269,LevelGoalEvidence,"'Mua hàng và nhà cung cấp' phù hợp mức ProjectReady, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0270,Resource090,Mua hàng và nhà cung cấp,Slide,Logistics và chuỗi cung ứng,InventoryManagement,ProjectReady,ServiceOperations,RouteOptimization,None,3.7,E0270,SkillEvidence,"Nội dung 'Mua hàng và nhà cung cấp' rèn kỹ năng RouteOptimization, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0271,Resource091,Dự báo nhu cầu trong logistics,PracticeExercise,Logistics và chuỗi cung ứng,ImportExport,Foundation,FinancialAnalysis,DemandForecasting,None,4.4,E0271,ContentEvidence,"Tài liệu 'Dự báo nhu cầu trong logistics' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề ImportExport và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0272,Resource091,Dự báo nhu cầu trong logistics,PracticeExercise,Logistics và chuỗi cung ứng,ImportExport,Foundation,FinancialAnalysis,DemandForecasting,None,4.4,E0272,LevelGoalEvidence,"'Dự báo nhu cầu trong logistics' phù hợp mức Foundation, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0273,Resource091,Dự báo nhu cầu trong logistics,PracticeExercise,Logistics và chuỗi cung ứng,ImportExport,Foundation,FinancialAnalysis,DemandForecasting,None,4.4,E0273,SkillEvidence,"Nội dung 'Dự báo nhu cầu trong logistics' rèn kỹ năng DemandForecasting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0274,Resource092,Quản trị tồn kho,Book,Logistics và chuỗi cung ứng,SupplyChain,Intermediate,CreativeDesign,WarehousePlanning,PythonBasic;MathBasic,3.7,E0274,ContentEvidence,"Tài liệu 'Quản trị tồn kho' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề SupplyChain và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0275,Resource092,Quản trị tồn kho,Book,Logistics và chuỗi cung ứng,SupplyChain,Intermediate,CreativeDesign,WarehousePlanning,PythonBasic;MathBasic,3.7,E0275,LevelGoalEvidence,"'Quản trị tồn kho' phù hợp mức Intermediate, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0276,Resource092,Quản trị tồn kho,Book,Logistics và chuỗi cung ứng,SupplyChain,Intermediate,CreativeDesign,WarehousePlanning,PythonBasic;MathBasic,3.7,E0276,SkillEvidence,"Nội dung 'Quản trị tồn kho' rèn kỹ năng WarehousePlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0277,Resource093,Tối ưu tuyến vận chuyển,Video,Logistics và chuỗi cung ứng,Warehouse,ProjectReady,LearnFoundation,InventoryControl,None,4.4,E0277,ContentEvidence,"Tài liệu 'Tối ưu tuyến vận chuyển' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Warehouse và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0278,Resource093,Tối ưu tuyến vận chuyển,Video,Logistics và chuỗi cung ứng,Warehouse,ProjectReady,LearnFoundation,InventoryControl,None,4.4,E0278,LevelGoalEvidence,"'Tối ưu tuyến vận chuyển' phù hợp mức ProjectReady, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0279,Resource093,Tối ưu tuyến vận chuyển,Video,Logistics và chuỗi cung ứng,Warehouse,ProjectReady,LearnFoundation,InventoryControl,None,4.4,E0279,SkillEvidence,"Nội dung 'Tối ưu tuyến vận chuyển' rèn kỹ năng InventoryControl, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0280,Resource094,Incoterms cho người mới,Notebook,Logistics và chuỗi cung ứng,Transportation,Foundation,PrepareExam,ProcurementAnalysis,None,3.7,E0280,ContentEvidence,"Tài liệu 'Incoterms cho người mới' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Transportation và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0281,Resource094,Incoterms cho người mới,Notebook,Logistics và chuỗi cung ứng,Transportation,Foundation,PrepareExam,ProcurementAnalysis,None,3.7,E0281,LevelGoalEvidence,"'Incoterms cho người mới' phù hợp mức Foundation, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0282,Resource094,Incoterms cho người mới,Notebook,Logistics và chuỗi cung ứng,Transportation,Foundation,PrepareExam,ProcurementAnalysis,None,3.7,E0282,SkillEvidence,"Nội dung 'Incoterms cho người mới' rèn kỹ năng ProcurementAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0283,Resource095,Case study chuỗi cung ứng bán lẻ,ProjectSample,Logistics và chuỗi cung ứng,Procurement,Intermediate,ImproveCommunication,ShippingDocument,None,4.4,E0283,ContentEvidence,"Tài liệu 'Case study chuỗi cung ứng bán lẻ' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Procurement và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0284,Resource095,Case study chuỗi cung ứng bán lẻ,ProjectSample,Logistics và chuỗi cung ứng,Procurement,Intermediate,ImproveCommunication,ShippingDocument,None,4.4,E0284,LevelGoalEvidence,"'Case study chuỗi cung ứng bán lẻ' phù hợp mức Intermediate, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0285,Resource095,Case study chuỗi cung ứng bán lẻ,ProjectSample,Logistics và chuỗi cung ứng,Procurement,Intermediate,ImproveCommunication,ShippingDocument,None,4.4,E0285,SkillEvidence,"Nội dung 'Case study chuỗi cung ứng bán lẻ' rèn kỹ năng ShippingDocument, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0286,Resource096,Nghiệp vụ hướng dẫn viên du lịch,PracticeExercise,Du lịch và lữ hành,TourGuiding,Foundation,FinancialAnalysis,TourGuiding,None,3.7,E0286,ContentEvidence,"Tài liệu 'Nghiệp vụ hướng dẫn viên du lịch' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourGuiding và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0287,Resource096,Nghiệp vụ hướng dẫn viên du lịch,PracticeExercise,Du lịch và lữ hành,TourGuiding,Foundation,FinancialAnalysis,TourGuiding,None,3.7,E0287,LevelGoalEvidence,"'Nghiệp vụ hướng dẫn viên du lịch' phù hợp mức Foundation, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0288,Resource096,Nghiệp vụ hướng dẫn viên du lịch,PracticeExercise,Du lịch và lữ hành,TourGuiding,Foundation,FinancialAnalysis,TourGuiding,None,3.7,E0288,SkillEvidence,"Nội dung 'Nghiệp vụ hướng dẫn viên du lịch' rèn kỹ năng TourGuiding, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0289,Resource097,Thiết kế chương trình tour,Book,Du lịch và lữ hành,TourDesign,Intermediate,CreativeDesign,ItineraryPlanning,None,4.4,E0289,ContentEvidence,"Tài liệu 'Thiết kế chương trình tour' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourDesign và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0290,Resource097,Thiết kế chương trình tour,Book,Du lịch và lữ hành,TourDesign,Intermediate,CreativeDesign,ItineraryPlanning,None,4.4,E0290,LevelGoalEvidence,"'Thiết kế chương trình tour' phù hợp mức Intermediate, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0291,Resource097,Thiết kế chương trình tour,Book,Du lịch và lữ hành,TourDesign,Intermediate,CreativeDesign,ItineraryPlanning,None,4.4,E0291,SkillEvidence,"Nội dung 'Thiết kế chương trình tour' rèn kỹ năng ItineraryPlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0292,Resource098,Tuyến điểm du lịch Việt Nam,Video,Du lịch và lữ hành,TravelOperations,ProjectReady,LearnFoundation,DestinationPresentation,None,3.7,E0292,ContentEvidence,"Tài liệu 'Tuyến điểm du lịch Việt Nam' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TravelOperations và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0293,Resource098,Tuyến điểm du lịch Việt Nam,Video,Du lịch và lữ hành,TravelOperations,ProjectReady,LearnFoundation,DestinationPresentation,None,3.7,E0293,LevelGoalEvidence,"'Tuyến điểm du lịch Việt Nam' phù hợp mức ProjectReady, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0294,Resource098,Tuyến điểm du lịch Việt Nam,Video,Du lịch và lữ hành,TravelOperations,ProjectReady,LearnFoundation,DestinationPresentation,None,3.7,E0294,SkillEvidence,"Nội dung 'Tuyến điểm du lịch Việt Nam' rèn kỹ năng DestinationPresentation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0295,Resource099,Điều hành tour căn bản,Notebook,Du lịch và lữ hành,DestinationKnowledge,Foundation,PrepareExam,CustomerCare,None,4.4,E0295,ContentEvidence,"Tài liệu 'Điều hành tour căn bản' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề DestinationKnowledge và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0296,Resource099,Điều hành tour căn bản,Notebook,Du lịch và lữ hành,DestinationKnowledge,Foundation,PrepareExam,CustomerCare,None,4.4,E0296,LevelGoalEvidence,"'Điều hành tour căn bản' phù hợp mức Foundation, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0297,Resource099,Điều hành tour căn bản,Notebook,Du lịch và lữ hành,DestinationKnowledge,Foundation,PrepareExam,CustomerCare,None,4.4,E0297,SkillEvidence,"Nội dung 'Điều hành tour căn bản' rèn kỹ năng CustomerCare, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0298,Resource100,Chăm sóc khách du lịch,ProjectSample,Du lịch và lữ hành,CustomerService,Intermediate,ImproveCommunication,TravelDocumentation,None,3.7,E0298,ContentEvidence,"Tài liệu 'Chăm sóc khách du lịch' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề CustomerService và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0299,Resource100,Chăm sóc khách du lịch,ProjectSample,Du lịch và lữ hành,CustomerService,Intermediate,ImproveCommunication,TravelDocumentation,None,3.7,E0299,LevelGoalEvidence,"'Chăm sóc khách du lịch' phù hợp mức Intermediate, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
